City,JobTitle,COUNT(LoanAmount)
KIHEI,"MORTGAGE AND NONMORTGAGE LOAN BROKERS",2
KIHEI,"NONRESIDENTIAL PROPERTY MANAGERS",2
KIHEI,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",2
KIHEI,"OFFICES OF OPTOMETRISTS",2
KIHEI,"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING",2
KIHEI,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",2
KIHEI,"OTHER PERFORMING ARTS COMPANIES",2
KIHEI,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",2
KIHEI,"OTHER TECHNICAL AND TRADE SCHOOLS",2
KIHEI,"PERIODICAL PUBLISHERS",2
KIHEI,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",2
KIHEI,"RECREATIONAL GOODS RENTAL",2
KIHEI,"RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES",2
KIHEI,"REUPHOLSTERY AND FURNITURE REPAIR",2
KIHEI,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",2
KIHEI,"SITE PREPARATION CONTRACTORS",2
KIHEI,"SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION",2
KIHEI,"SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING",2
KIHEI,"TAX PREPARATION SERVICES",2
KIHEI,"USED MERCHANDISE STORES",2
KIHEI,"VETERINARY SERVICES",2
KILAUEA,"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",2
KILAUEA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",2
KILAUEA,"JANITORIAL SERVICES",2
KILAUEA,"LIMITED-SERVICE RESTAURANTS",2
KILAUEA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",2
KILAUEA,"OTHER COMMUNITY HOUSING SERVICES",2
KILAUEA,"OTHER COMPUTER RELATED SERVICES",2
KILAUEA,"OTHER MANAGEMENT CONSULTING SERVICES",2
KILAUEA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",2
KILAUEA,"RELIGIOUS ORGANIZATIONS",2
KILAUEA,"TOUR OPERATORS",2
KILAUEA,"VETERINARY SERVICES",2
KOLOA,,2
KOLOA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",2
KOLOA,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2
KOLOA,"ALL OTHER TRAVELER ACCOMMODATION",2
KOLOA,"ARCHITECTURAL SERVICES",2
KOLOA,"COMPUTER SYSTEMS DESIGN SERVICES",2
KOLOA,"MARKETING CONSULTING SERVICES",2
KOLOA,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",2
KOLOA,"PASSENGER CAR RENTAL",2
KOLOA,"PHOTOGRAPHY STUDIOS, PORTRAIT",2
KOLOA,"RELIGIOUS ORGANIZATIONS",2
KULA,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",2
KULA,"ALL OTHER MISCELLANEOUS CROP FARMING",2
KULA,"ALL OTHER MISCELLANEOUS FOOD MANUFACTURING",2
KULA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",2
KULA,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2
KULA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",2
KULA,"COMMERCIAL PHOTOGRAPHY",2
KULA,"CUSTOM COMPUTER PROGRAMMING SERVICES",2
KULA,"FITNESS AND RECREATIONAL SPORTS CENTERS",2
KULA,FLORISTS,2
KULA,"FRUIT AND VEGETABLE CANNING",2
KULA,"FULL-SERVICE RESTAURANTS",2
KULA,"HOME FURNISHING MERCHANT WHOLESALERS",2
KULA,"INTERIOR DESIGN SERVICES",2
KULA,"JANITORIAL SERVICES",2
KULA,"LANDSCAPING SERVICES",2
KULA,"MUSICAL GROUPS AND ARTISTS",2
KULA,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",2
KULA,"NURSERY AND TREE PRODUCTION",2
KULA,"OFFICE ADMINISTRATIVE SERVICES",2
KULA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",2
KULA,"OTHER MANAGEMENT CONSULTING SERVICES",2
KULA,"PAINTING AND WALL COVERING CONTRACTORS",2
KULA,"PHOTOGRAPHY STUDIOS, PORTRAIT",2
KULA,"RESIDENTIAL PROPERTY MANAGERS",2
KULA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",2
KULA,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",2
KULA,"WHOLESALE TRADE AGENTS AND BROKERS",2
KUNIA,"BUSINESS ASSOCIATIONS",2
KUNIA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",2
KURTISTOWN,"FLORICULTURE PRODUCTION",2
KURTISTOWN,"OTHER ACCOUNTING SERVICES",2
KURTISTOWN,"RELIGIOUS ORGANIZATIONS",2
KURTISTOWN,"SEPTIC TANK AND RELATED SERVICES",2
LAHAINA,"ALL OTHER SUPPORT SERVICES",2
LAHAINA,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",2
LAHAINA,"ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES",2
LAHAINA,"BARBER SHOPS",2
LAHAINA,"BED-AND-BREAKFAST INNS",2
LAHAINA,"COFFEE AND TEA MANUFACTURING",2
LAHAINA,"CONVENTION AND TRADE SHOW ORGANIZERS",2
LAHAINA,FLORISTS,2
LAHAINA,"FURNITURE STORES",2
LAHAINA,"GENERAL AUTOMOTIVE REPAIR",2
LAHAINA,"GRAPHIC DESIGN SERVICES",2
LAHAINA,"HOME HEALTH CARE SERVICES",2
LAHAINA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",2
LAHAINA,"LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS",2
LAHAINA,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",2
LAHAINA,"LESSORS OF OTHER REAL ESTATE PROPERTY",2
LAHAINA,"LOCAL MESSENGERS AND LOCAL DELIVERY",2
LAHAINA,"MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES",2
LAHAINA,"MUSICAL GROUPS AND ARTISTS",2
LAHAINA,"MUSICAL INSTRUMENT AND SUPPLIES STORES",2
LAHAINA,"OFFICE ADMINISTRATIVE SERVICES",2
LAHAINA,"OFFICES OF OPTOMETRISTS",2
LAHAINA,"OFFICES OF OTHER HOLDING COMPANIES",2
LAHAINA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",2
LAHAINA,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",2
LAHAINA,"OTHER MANAGEMENT CONSULTING SERVICES",2
LAHAINA,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",2
LAHAINA,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",2
LAHAINA,"PAINTING AND WALL COVERING CONTRACTORS",2
LAHAINA,"PERIODICAL PUBLISHERS",2
LAHAINA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2
LAHAINA,"RELIGIOUS ORGANIZATIONS",2
LAHAINA,"SIDING CONTRACTORS",2
LAHAINA,"SITE PREPARATION CONTRACTORS",2
LAHAINA,"SPORTS AND RECREATION INSTRUCTION",2
LAHAINA,"THEATER COMPANIES AND DINNER THEATERS",2
LAHAINA,"TILE AND TERRAZZO CONTRACTORS",2
LAIE,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",2
LAIE,"LIMITED-SERVICE RESTAURANTS",2
LAIE,"MOBILE FOOD SERVICES",2
LAIE,"NAIL SALONS",2
LAIE,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",2
"LANAI CITY","BEAUTY SALONS",2
LAUPAHOEHOE,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",2
LAWAI,"FITNESS AND RECREATIONAL SPORTS CENTERS",2
LAWAI,"LANDSCAPING SERVICES",2
LAWAI,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",2
LAWAI,"RESIDENTIAL PROPERTY MANAGERS",2
LIHUE,"ARCHITECTURAL SERVICES",2
LIHUE,"ART DEALERS",2
LIHUE,"BOWLING CENTERS",2
LIHUE,"CLOTHING ACCESSORIES STORES",2
LIHUE,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",2
LIHUE,"COMMERCIAL PHOTOGRAPHY",2
LIHUE,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",2
LIHUE,"DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)",2
LIHUE,"ELEMENTARY AND SECONDARY SCHOOLS",2
LIHUE,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",2
LIHUE,"FINE ARTS SCHOOLS",2
LIHUE,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",2
LIHUE,"GENERAL FREIGHT TRUCKING, LOCAL",2
LIHUE,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",2
LIHUE,"INDUSTRIAL BUILDING CONSTRUCTION",2
LIHUE,"INTERIOR DESIGN SERVICES",2
LIHUE,"LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS",2
LIHUE,"MOTOR VEHICLE TOWING",2
LIHUE,MUSEUMS,2
LIHUE,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",2
LIHUE,"OFFICES OF REAL ESTATE APPRAISERS",2
LIHUE,"OTHER ACTIVITIES RELATED TO CREDIT INTERMEDIATION",2
LIHUE,"OTHER GRANTMAKING AND GIVING SERVICES",2
LIHUE,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",2
LIHUE,"OTHER SOCIAL ADVOCACY ORGANIZATIONS",2
LIHUE,"PAINTING AND WALL COVERING CONTRACTORS",2
LIHUE,"RADIO STATIONS",2
LIHUE,"SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES",2
LIHUE,"SNACK AND NONALCOHOLIC BEVERAGE BARS",2
LIHUE,"TAX PREPARATION SERVICES",2
LIHUE,"USED CAR DEALERS",2
MAKAWAO,"ALL OTHER GENERAL MERCHANDISE STORES",2
MAKAWAO,"ALL OTHER PUBLISHERS",2
MAKAWAO,"APPLIANCE REPAIR AND MAINTENANCE",2
MAKAWAO,"BED-AND-BREAKFAST INNS",2
MAKAWAO,"COMMERCIAL PHOTOGRAPHY",2
MAKAWAO,"CONVENIENCE STORES",2
MAKAWAO,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",2
MAKAWAO,"ENGINEERING SERVICES",2
MAKAWAO,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",2
MAKAWAO,"FINE ARTS SCHOOLS",2
MAKAWAO,"JEWELRY STORES",2
MAKAWAO,"MASONRY CONTRACTORS",2
MAKAWAO,MUSEUMS,2
MAKAWAO,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",2
MAKAWAO,"OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE",2
MAKAWAO,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",2
MAKAWAO,"OTHER INDIVIDUAL AND FAMILY SERVICES",2
MAKAWAO,"OTHER MANAGEMENT CONSULTING SERVICES",2
MAKAWAO,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",2
MAKAWAO,"OTHER TECHNICAL AND TRADE SCHOOLS",2
MAKAWAO,"PIECE GOODS, NOTIONS, AND OTHER DRY GOODS MERCHANT WHOLESALERS",2
MAKAWAO,"SPORTS AND RECREATION INSTRUCTION",2
MAKAWAO,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",2
MAKAWAO,"TAX PREPARATION SERVICES",2
MILILANI,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",2
MILILANI,"COMPUTER SYSTEMS DESIGN SERVICES",2
MILILANI,"CONVENTION AND TRADE SHOW ORGANIZERS",2
MILILANI,"DRYWALL AND INSULATION CONTRACTORS",2
MILILANI,"EXTERMINATING AND PEST CONTROL SERVICES",2
MILILANI,"FINISH CARPENTRY CONTRACTORS",2
MILILANI,"GIFT, NOVELTY, AND SOUVENIR STORES",2
MILILANI,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",2
MILILANI,"HOME HEALTH CARE SERVICES",2
MILILANI,"LEGAL COUNSEL AND PROSECUTION",2
MILILANI,"MUSICAL GROUPS AND ARTISTS",2
MILILANI,"NAIL SALONS",2
MILILANI,"NURSERY AND TREE PRODUCTION",2
MILILANI,"OFFICE ADMINISTRATIVE SERVICES",2
MILILANI,"OTHER INDIVIDUAL AND FAMILY SERVICES",2
MILILANI,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",2
MILILANI,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",2
MILILANI,"SNACK AND NONALCOHOLIC BEVERAGE BARS",2
MILILANI,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",2
"MOUNTAIN VIEW","OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",2
NAALEHU,,2
NAALEHU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",2
"OCEAN VIEW",,2
"OCEAN VIEW","ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",2
"OCEAN VIEW","BEAUTY SALONS",2
"OCEAN VIEW","FINFISH FISHING",2
"OCEAN VIEW","FULL-SERVICE RESTAURANTS",2
"OCEAN VIEW","HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",2
"OCEAN VIEW","OFFICES OF REAL ESTATE AGENTS AND BROKERS",2
PAAUILO,"BEEF CATTLE RANCHING AND FARMING",2
PAHOA,,2
PAHOA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",2
PAHOA,"FAMILY CLOTHING STORES",2
PAHOA,"NURSERY AND TREE PRODUCTION",2
PAHOA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",2
PAHOA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",2
PAIA,"ALL OTHER PERSONAL SERVICES",2
PAIA,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2
PAIA,"CHILD AND YOUTH SERVICES",2
PAIA,"CUSTOM COMPUTER PROGRAMMING SERVICES",2
PAIA,"FAMILY CLOTHING STORES",2
PAIA,"LIMITED-SERVICE RESTAURANTS",2
PAIA,"NONRESIDENTIAL PROPERTY MANAGERS",2
PAIA,"OFFICES OF DENTISTS",2
PAIA,"OFFICES OF LAWYERS",2
PAIA,"OTHER ACCOUNTING SERVICES",2
PAIA,"OTHER PERSONAL CARE SERVICES",2
PAPAIKOU,"LANDSCAPING SERVICES",2
"PEARL CITY","ALL OTHER MISCELLANEOUS MANUFACTURING",2
"PEARL CITY","ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",2
"PEARL CITY","ALL OTHER PERSONAL SERVICES",2
"PEARL CITY","ALL OTHER SUPPORT SERVICES",2
"PEARL CITY","ASSISTED LIVING FACILITIES FOR THE ELDERLY",2
"PEARL CITY","BARBER SHOPS",2
"PEARL CITY","COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2
"PEARL CITY","DRYWALL AND INSULATION CONTRACTORS",2
"PEARL CITY","EXAM PREPARATION AND TUTORING",2
"PEARL CITY","FINE ARTS SCHOOLS",2
"PEARL CITY","FITNESS AND RECREATIONAL SPORTS CENTERS",2
"PEARL CITY","HOME HEALTH CARE SERVICES",2
"PEARL CITY","ICE CREAM AND FROZEN DESSERT MANUFACTURING",2
"PEARL CITY","LANDSCAPING SERVICES",2
"PEARL CITY","MOTOR VEHICLE TOWING",2
"PEARL CITY","NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",2
"PEARL CITY","OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",2
"PEARL CITY","OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",2
"PEARL CITY","OFFICES OF CHIROPRACTORS",2
"PEARL CITY","OTHER DIRECT SELLING ESTABLISHMENTS",2
"PEARL CITY","OTHER INDIVIDUAL AND FAMILY SERVICES",2
"PEARL CITY","OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",2
"PEARL CITY","PRIVATE MAIL CENTERS",2
"PEARL CITY","PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",2
"PEARL CITY","SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",2
"PEARL CITY","USED CAR DEALERS",2
"PEARL CITY","WHOLESALE TRADE AGENTS AND BROKERS",2
PRINCEVILLE,"BEAUTY SALONS",2
PRINCEVILLE,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",2
PRINCEVILLE,"OFFICES OF DENTISTS",2
PRINCEVILLE,"OTHER ACCOUNTING SERVICES",2
PRINCEVILLE,"OTHER ACTIVITIES RELATED TO REAL ESTATE",2
PRINCEVILLE,"OTHER TECHNICAL AND TRADE SCHOOLS",2
PRINCEVILLE,"PERIODICAL PUBLISHERS",2
PRINCEVILLE,"RESIDENTIAL REMODELERS",2
PUKALANI,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",2
PUUNENE,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2
PUUNENE,"SEPTIC TANK AND RELATED SERVICES",2
PUUNENE,"TILE AND TERRAZZO CONTRACTORS",2
VOLCANO,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",2
VOLCANO,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",2
VOLCANO,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",2
WAHIAWA,"ALL OTHER OUTPATIENT CARE CENTERS",2
WAHIAWA,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",2
WAHIAWA,"DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)",2
WAHIAWA,"EXAM PREPARATION AND TUTORING",2
WAHIAWA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",2
WAHIAWA,"MARKETING CONSULTING SERVICES",2
WAHIAWA,"MOBILE FOOD SERVICES",2
WAHIAWA,"MOTOR VEHICLE TOWING",2
WAHIAWA,"MUSICAL INSTRUMENT MANUFACTURING",2
WAHIAWA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",2
WAHIAWA,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",2
WAHIAWA,"OFFICES OF CHIROPRACTORS",2
WAHIAWA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",2
WAHIAWA,"RECREATIONAL GOODS RENTAL",2
WAHIAWA,"TAXI SERVICE",2
WAIALUA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",2
WAIALUA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",2
WAIALUA,"ALL OTHER PERSONAL SERVICES",2
WAIALUA,"APPLIANCE REPAIR AND MAINTENANCE",2
WAIALUA,"FULL-SERVICE RESTAURANTS",2
WAIALUA,"MARKETING CONSULTING SERVICES",2
WAIALUA,"SPORTING AND ATHLETIC GOODS MANUFACTURING",2
WAIANAE,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",2
WAIANAE,"ALL OTHER SPECIALTY TRADE CONTRACTORS",2
WAIANAE,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",2
WAIANAE,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",2
WAIANAE,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",2
WAIANAE,FLORISTS,2
WAIANAE,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",2
WAIANAE,"GENERAL AUTOMOTIVE REPAIR",2
WAIANAE,"GOLF COURSES AND COUNTRY CLUBS",2
WAIANAE,"HOG AND PIG FARMING",2
WAIANAE,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",2
WAIANAE,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",2
WAIANAE,"OFFICES OF DENTISTS",2
WAIANAE,"OFFICES OF LAWYERS",2
WAIANAE,"PAINTING AND WALL COVERING CONTRACTORS",2
WAIANAE,"SNACK AND NONALCOHOLIC BEVERAGE BARS",2
WAIANAE,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",2
WAIKOLOA,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",2
WAIKOLOA,"ART DEALERS",2
WAIKOLOA,"COMMERCIAL PHOTOGRAPHY",2
WAIKOLOA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",2
WAIKOLOA,"LANDSCAPING SERVICES",2
WAIKOLOA,"MUSICAL GROUPS AND ARTISTS",2
WAIKOLOA,"PAINTING AND WALL COVERING CONTRACTORS",2
WAIKOLOA,"ROOFING CONTRACTORS",2
WAIKOLOA,"SPORTING GOODS STORES",2
WAIKOLOA,"TOUR OPERATORS",2
WAILEA,"ALL OTHER CONSUMER GOODS RENTAL",2
WAILEA,"ALL OTHER MISCELLANEOUS MANUFACTURING",2
WAILEA,"ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING",2
WAILEA,"ALL OTHER SUPPORT SERVICES",2
WAILEA,"APPLIANCE REPAIR AND MAINTENANCE",2
WAILEA,"BEER, WINE, AND LIQUOR STORES",2
WAILEA,"CARPET AND UPHOLSTERY CLEANING SERVICES",2
WAILEA,"CHILD DAY CARE SERVICES",2
WAILEA,"COMMERCIAL PHOTOGRAPHY",2
WAILEA,"CONVENTION AND TRADE SHOW ORGANIZERS",2
WAILEA,"CURTAIN AND LINEN MILLS",2
WAILEA,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",2
WAILEA,"ELECTRONIC SHOPPING AND MAIL-ORDER HOUSES",2
WAILEA,"ENGINEERING SERVICES",2
WAILEA,"FLOORING CONTRACTORS",2
WAILEA,"GRAPHIC DESIGN SERVICES",2
WAILEA,"INTERIOR DESIGN SERVICES",2
WAILEA,LOCKSMITHS,2
WAILEA,"MEDIA REPRESENTATIVES",2
WAILEA,"MORTGAGE AND NONMORTGAGE LOAN BROKERS",2
WAILEA,"NONRESIDENTIAL PROPERTY MANAGERS",2
WAILEA,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",2
WAILEA,"OFFICES OF OPTOMETRISTS",2
WAILEA,"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING",2
WAILEA,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",2
WAILEA,"OTHER PERFORMING ARTS COMPANIES",2
WAILEA,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",2
WAILEA,"OTHER TECHNICAL AND TRADE SCHOOLS",2
WAILEA,"PERIODICAL PUBLISHERS",2
WAILEA,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",2
WAILEA,"RECREATIONAL GOODS RENTAL",2
WAILEA,"RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES",2
WAILEA,"REUPHOLSTERY AND FURNITURE REPAIR",2
WAILEA,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",2
WAILEA,"SITE PREPARATION CONTRACTORS",2
WAILEA,"SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION",2
WAILEA,"SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING",2
WAILEA,"TAX PREPARATION SERVICES",2
WAILEA,"USED MERCHANDISE STORES",2
WAILEA,"VETERINARY SERVICES",2
WAILUKU,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",2
WAILUKU,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",2
WAILUKU,"ALL OTHER INSURANCE RELATED ACTIVITIES",2
WAILUKU,"ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION",2
WAILUKU,"ALL OTHER SUPPORT SERVICES",2
WAILUKU,"AMUSEMENT AND THEME PARKS",2
WAILUKU,"APPLIANCE REPAIR AND MAINTENANCE",2
WAILUKU,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",2
WAILUKU,"BAKED GOODS STORES",2
WAILUKU,"CARPET AND UPHOLSTERY CLEANING SERVICES",2
WAILUKU,CATERERS,2
WAILUKU,"CIVIC AND SOCIAL ORGANIZATIONS",2
WAILUKU,"CLOTHING ACCESSORIES STORES",2
WAILUKU,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",2
WAILUKU,"CONSUMER ELECTRONICS REPAIR AND MAINTENANCE",2
WAILUKU,"CONVENIENCE STORES",2
WAILUKU,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",2
WAILUKU,"DANCE COMPANIES",2
WAILUKU,"DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS",2
WAILUKU,"DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)",2
WAILUKU,"DRYWALL AND INSULATION CONTRACTORS",2
WAILUKU,"FAMILY CLOTHING STORES",2
WAILUKU,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",2
WAILUKU,"GENERAL FREIGHT TRUCKING, LOCAL",2
WAILUKU,"GENERAL LINE GROCERY MERCHANT WHOLESALERS",2
WAILUKU,"GIFT, NOVELTY, AND SOUVENIR STORES",2
WAILUKU,"INVESTMENT ADVICE",2
WAILUKU,"LANDSCAPING SERVICES",2
WAILUKU,"MARKETING CONSULTING SERVICES",2
WAILUKU,"MEDICAL LABORATORIES",2
WAILUKU,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",2
WAILUKU,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",2
WAILUKU,"OTHER BUILDING EQUIPMENT CONTRACTORS",2
WAILUKU,"OTHER BUILDING MATERIAL DEALERS",2
WAILUKU,"OTHER COMPUTER RELATED SERVICES",2
WAILUKU,"OTHER INDIVIDUAL AND FAMILY SERVICES",2
WAILUKU,"OTHER MANAGEMENT CONSULTING SERVICES",2
WAILUKU,"PASSENGER CAR RENTAL",2
WAILUKU,"POTTERY, CERAMICS, AND PLUMBING FIXTURE MANUFACTURING",2
WAILUKU,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",2
WAILUKU,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",2
